Canton (-) / District (>>) / Commune (......);Nationalit? - Total;Suisse;Albanie;Allemagne;France;Royaume-Uni;Italie;Autriche;Portugal;Espagne;Turquie;Kosovo
......6090 Mont-Noble;992;896;0;8;38;2;12;1;2;5;0;0
>> Bezirk Leuk;12316;10542;0;304;60;9;111;16;475;23;4;121
......6101 Agarn;782;710;0;9;0;0;5;0;29;0;0;6
......6102 Albinen;251;226;0;11;5;0;0;1;0;0;0;0
......6104 Ergisch;189;182;0;1;0;0;0;0;0;0;0;0
......6109 Inden;122;98;0;8;1;0;1;1;2;0;0;0
......6110 Leuk;3842;3364;0;95;10;1;21;4;122;10;0;67
......6111 Leukerbad;1492;945;0;88;22;6;33;7;223;11;1;1
......6112 Oberems;127;123;0;1;1;1;0;0;0;0;0;0
......6113 Salgesch;1448;1245;0;15;18;0;16;1;52;1;0;11
......6116 Varen;616;571;0;15;2;0;3;0;1;0;0;0
......6117 Guttet-Feschel;428;403;0;10;0;0;3;0;3;0;0;0
......6118 Gampel-Bratsch;1908;1674;0;32;1;1;21;1;41;1;3;31
......6119 Turtmann-Unterems;1111;1001;0;19;0;0;8;1;2;0;0;5
>> District de Martigny;45167;33497;6;86;1407;60;1385;13;6163;359;28;387
......6131 Bovernier;875;769;0;4;27;2;5;0;58;4;0;0
......6132 Charrat;1611;1132;0;7;41;1;48;0;286;15;0;4
......6133 Fully;8355;6701;0;14;188;9;137;0;1009;64;1;33
......6134 Is?rables;871;847;0;1;7;1;0;0;12;0;0;0
......6135 Leytron;3002;2445;0;8;100;3;22;0;369;7;0;1
......6136 Martigny;17342;11961;5;32;608;15;889;8;2275;190;22;271
......6137 Martigny-Combe;2324;2016;0;5;77;3;46;3;88;8;0;6
......6139 Riddes;2902;2019;1;7;126;18;42;1;595;12;2;14
......6140 Saillon;2459;1909;0;1;111;5;40;0;317;16;1;0
......6141 Saxon;5248;3551;0;5;118;2;147;0;1151;43;2;52
......6142 Trient;178;147;0;2;4;1;9;1;3;0;0;6
>> District de Monthey;44384;32675;3;161;1853;181;1693;30;3917;587;200;668
......6151 Champ?ry;1284;957;1;9;160;52;7;2;24;8;0;0
......6152 Collombey-Muraz;8311;6231;1;15;268;19;406;4;814;95;11;162
......6153 Monthey;17409;11808;0;58;620;19;885;12;2262;320;180;308
......6154 Port-Valais;3833;2651;1;23;140;37;107;4;160;37;3;76
......6155 Saint-Gingolph;917;724;0;11;54;2;15;0;33;3;1;0
......6156 Troistorrents;4453;3888;0;18;212;24;54;3;123;28;0;2
......6157 Val-d'Illiez;1843;1530;0;5;114;10;11;1;68;6;0;1
......6158 Vionnaz;2389;1977;0;17;95;5;72;2;140;25;0;1
......6159 Vouvry;3945;2909;0;5;190;13;136;2;293;65;5;118
>> Bezirk Raron;10865;9887;0;266;16;14;56;18;202;12;2;33
......6172 Bister;33;32;0;1;0;0;0;0;0;0;0;0
......6173 Bitsch;866;793;0;23;0;1;12;2;15;5;0;0
......6177 Grengiols;446;427;0;15;0;0;0;0;1;0;0;0
......6181 Riederalp;508;435;0;32;0;3;1;4;11;0;0;0
......6191 Ausserberg;631;593;0;17;0;5;3;0;0;1;0;0
......6192 Blatten;284;275;0;3;1;0;0;1;2;0;0;0
......6193 B?rchen;758;721;0;11;3;0;5;0;0;0;0;0
......6194 Eischoll;459;438;0;5;1;0;0;0;2;0;0;0
......6195 Ferden;248;241;0;6;0;0;0;0;0;0;0;0
......6197 Kippel;354;345;0;2;0;0;0;1;0;0;0;0
......6198 Niedergesteln;679;636;0;10;0;0;0;2;15;0;0;8
......6199 Raron;1914;1640;0;41;6;0;19;2;82;4;1;17
......6201 Unterb?ch;404;387;0;6;0;0;0;0;1;0;0;0
......6202 Wiler (L?tschen);575;538;0;11;1;1;1;0;15;0;0;0
......6203 M?rel-Filet;690;590;0;26;0;4;2;1;38;0;0;0
......6204 Steg-Hohtenn;1566;1402;0;34;4;0;11;1;7;1;1;8
......6205 Bettmeralp;450;394;0;23;0;0;2;4;13;1;0;0
>> District de Saint-Maurice;13443;10513;0;37;377;21;403;36;1119;184;3;223
......6211 Collonges;703;589;0;2;26;0;16;0;47;7;0;0
......6212 Dor?naz;858;702;0;0;30;2;9;0;72;9;0;6
......6213 Evionnaz;1235;1016;0;0;36;1;20;0;130;6;0;2
......6214 Finhaut;489;314;0;21;22;4;35;36;23;1;0;0
......6215 Massongex;1749;1447;0;4;40;4;45;0;106;25;0;29
......6217 Saint-Maurice;4500;3232;0;7;107;2;188;0;407;115;1;180
......6218 Salvan;1314;1174;0;2;59;5;7;0;26;3;0;1
......6219 Vernayaz;1906;1400;0;1;40;1;76;0;296;18;2;5
......6220 V?rossaz;689;639;0;0;17;2;7;0;12;0;0;0
>> District de Sierre;48476;34077;3;288;2176;267;2512;38;4827;361;64;148
......6232 Chalais;3375;2815;0;3;83;1;131;0;243;14;0;2
......6234 Chermignon;3093;2223;0;10;240;18;153;0;240;31;0;1
......6235 Chippis;1651;941;0;0;18;3;174;0;387;11;0;14
......6238 Gr?ne;2310;1868;0;3;59;5;48;0;254;30;1;6
......6239 Icogne;558;442;0;10;38;8;12;0;22;2;0;0
......6240 Lens;3945;2733;0;32;369;40;195;2;295;34;0;14
......6241 Mi?ge;1332;1131;0;19;34;0;30;1;80;5;0;0
......6242 Mollens (VS);950;698;0;17;61;6;33;2;70;6;0;0
......6243 Montana;2385;1651;0;12;207;25;110;6;196;27;0;4
......6244 Randogne;4412;1782;2;60;343;96;242;6;285;84;14;5
......6246 Saint-L?onard;2209;1769;0;5;61;1;43;0;281;14;1;4
......6248 Sierre;16547;11305;1;70;438;20;1225;8;2096;88;47;98
......6249 Venth?ne;1219;1067;0;8;42;4;19;5;45;1;0;0
......6250 Veyras;1785;1498;0;14;48;8;71;1;105;5;1;0
......6252 Anniviers;2705;2154;0;25;135;32;26;7;228;9;0;0
>> District de Sion;45473;34827;3;142;1454;66;1307;18;4272;427;92;233
......6261 Arbaz;1176;987;0;13;65;9;5;0;36;7;0;0
......6263 Grimisuat;3146;2709;0;6;120;6;36;1;196;11;0;1
......6265 Savi?se;7249;6271;0;27;249;12;56;1;424;37;2;2
......6266 Sion;33296;24367;3;96;973;32;1204;16;3597;369;90;230
......6267 Veysonnaz;606;493;0;0;47;7;6;0;19;3;0;0
>> Bezirk Visp;28294;22191;5;1026;97;172;463;137;2198;57;27;127
......6281 Baltschieder;1292;1201;0;43;0;0;5;1;1;0;0;5
......6282 Eisten;203;202;0;1;0;0;0;0;0;0;0;0
......6283 Embd;304;295;0;5;1;0;0;1;0;2;0;0
......6285 Gr?chen;1382;1239;0;61;3;4;4;6;25;1;0;0
......6286 Lalden;667;593;0;10;3;0;1;0;19;0;0;3
......6287 Randa;441;327;0;5;0;1;18;0;62;0;0;5
......6288 Saas-Almagell;390;335;0;9;0;1;6;2;25;0;0;0
......6289 Saas-Balen;367;327;0;10;1;1;0;1;10;0;0;2
......6290 Saas-Fee;1632;1141;0;122;10;40;12;10;153;2;0;0
......6291 Saas-Grund;1053;930;0;25;3;1;7;4;35;4;0;0
......6292 St. Niklaus;2291;2090;0;55;4;1;13;3;53;0;0;0
......6293 Stalden (VS);1093;1016;0;23;1;0;17;0;7;0;0;0
......6294 Staldenried;544;531;0;5;0;0;1;1;0;0;0;0
......6295 T?sch;1235;572;4;41;0;2;35;1;481;0;1;15
......6296 T?rbel;477;465;0;2;0;0;0;3;1;0;0;0
......6297 Visp;7498;5860;1;303;20;13;109;54;203;8;25;95
......6298 Visperterminen;1377;1323;0;27;0;2;2;1;1;2;1;0
......6299 Zeneggen;278;257;0;13;0;0;1;1;0;1;0;0
......6300 Zermatt;5770;3487;0;266;51;106;232;48;1122;37;0;2
- Neuch?tel;177327;132575;13;692;7388;448;7405;95;13803;2548;852;1100
>> District de Boudry;40028;31279;2;189;1581;142;1590;35;2735;497;85;154
......6402 Bevaix;3863;3220;0;19;131;11;138;4;196;26;5;9
......6404 Boudry;5496;4002;0;31;276;11;211;2;558;71;19;29
......6405 Brot-Dessous;98;88;0;2;2;0;2;0;2;0;0;0
......6407 Corcelles-Cormondr?che;4689;3801;0;26;210;10;207;5;171;49;5;18
......6408 Cortaillod;4759;3822;0;16;156;15;194;4;312;59;6;1
......6409 Fresens;237;226;0;0;3;0;0;0;0;0;0;0
......6410 Gorgier;1983;1616;0;7;103;13;63;0;76;27;0;5
......6411 Montalchez;240;224;0;0;6;0;0;0;5;3;0;0
......6412 Peseux;5854;3922;2;22;193;15;311;8;777;83;43;62
......6413 Rochefort;1098;978;0;3;43;12;16;0;15;8;0;0
......6414 Saint-Aubin-Sauges;2445;1901;0;4;81;13;89;0;234;39;1;2
......6415 Vaumarcus;268;224;0;6;10;1;4;0;9;2;0;0
......6416 Milvignes;8998;7255;0;53;367;41;355;12;380;130;6;28
>> District de la Chaux-de-Fonds;40192;28199;3;87;1338;47;1765;7;4528;835;358;299
......6421 La Chaux-de-Fonds;39027;27113;3;81;1319;45;1741;7;4510;832;358;299
......6422 Les Planchettes;218;202;0;0;2;1;5;0;4;2;0;0
......6423 La Sagne;947;884;0;6;17;1;19;0;14;1;0;0
>> District du Locle;14489;11124;6;17;527;15;616;3;1186;233;33;66
......6431 Les Brenets;1062;913;0;0;57;5;37;2;21;7;0;0
......6432 La Br?vine;646;604;0;0;11;0;6;0;10;1;0;0
......6433 Brot-Plamboz;257;250;0;0;0;0;5;0;0;0;0;0
......6434 Le Cerneux-P?quignot;317;304;0;0;4;0;4;0;3;0;0;0
......6435 La Chaux-du-Milieu;499;477;0;1;9;0;2;0;6;0;0;0
......6436 Le Locle;10433;7400;6;16;412;9;551;1;1115;219;33;66
......6437 Les Ponts-de-Martel;1275;1176;0;0;34;1;11;0;31;6;0;0
>> District de Neuch?tel;53676;37922;2;347;2872;215;2559;42;3802;722;341;433
......6451 Cornaux;1605;1236;0;10;45;1;88;0;137;10;1;10
......6452 Cressier (NE);1928;1406;0;9;55;5;133;2;218;33;7;4
......6453 Enges;278;254;0;1;8;1;3;0;6;2;0;0
......6454 Hauterive (NE);2560;1893;0;27;76;9;125;1;227;27;13;23
......6455 Le Landeron;4467;3599;0;23;154;6;162;5;254;45;9;77
......6456 Ligni?res;954;840;0;7;39;5;10;1;26;12;0;0
......6458 Neuch?tel;33815;22495;2;239;2165;159;1628;27;2341;523;287;270
......6459 Saint-Blaise;3246;2606;0;14;147;9;133;6;129;25;9;35
......6461 La T?ne;4823;3593;0;17;183;20;277;0;464;45;15;14
>> District du Val-de-Ruz;16891;14212;0;30;675;24;447;5;834;133;30;24
......6485 Valangin;492;355;0;2;20;0;27;0;55;11;0;0
......6487 Val-de-Ruz;16399;13857;0;28;655;24;420;5;779;122;30;24
>> District du Val-de-Travers;12051;9839;0;22;395;5;428;3;718;128;5;124
......6504 La C?te-aux-F?es;479;434;0;1;17;1;4;0;14;2;0;0
......6511 Les Verri?res;718;651;0;1;37;0;6;0;6;4;0;1
......6512 Val-de-Travers;10854;8754;0;20;341;4;418;3;698;122;5;123
- Gen?ve;477385;281897;231;4763;28888;7203;20874;767;37152;14768;2228;5213
>> Canton de Gen?ve;477385;281897;231;4763;28888;7203;20874;767;37152;14768;2228;5213
......6601 Aire-la-Ville;1151;941;0;7;47;14;26;2;22;19;0;0
......6602 Ani?res;2398;1610;1;30;128;92;35;2;73;7;20;7
......6603 Avully;1775;1402;0;4;62;23;45;1;91;35;5;5
......6604 Avusy;1450;1268;0;17;35;27;11;1;26;9;1;0
......6605 Bardonnex;2241;1710;0;12;134;28;63;1;95;34;2;32
......6606 Bellevue;3236;1961;0;31;128;92;106;7;118;80;14;19
......6607 Bernex;9813;7684;0;115;341;82;250;22;384;146;20;40
......6608 Carouge (GE);20910;12861;14;161;1114;198;1191;27;2010;647;103;223
......6609 Cartigny;870;683;1;5;45;43;16;2;18;6;0;0
......6610 C?ligny;683;468;0;2;51;29;12;0;35;8;0;3
......6611 Chancy;1519;1147;0;13;49;24;45;0;88;33;4;2
......6612 Ch?ne-Bougeries;11105;7227;2;132;858;246;432;27;477;214;37;66
......6613 Ch?ne-Bourg;8149;5156;4;62;439;65;394;3;850;209;46;92
......6614 Choulex;1104;835;0;18;75;21;21;6;22;7;0;0
......6615 Collex-Bossy;1675;1143;0;26;89;51;49;1;37;13;1;0
......6616 Collonge-Bellerive;7819;5442;1;70;680;223;219;11;207;79;33;11
......6617 Cologny;5098;3194;1;61;588;134;139;14;105;57;22;5
......6618 Confignon;4457;3643;1;33;151;42;129;1;113;53;7;7
......6619 Corsier (GE);2018;1380;0;30;170;55;71;3;79;33;5;0
......6620 Dardagny;1532;1094;0;8;76;35;38;1;117;26;5;3
......6621 Gen?ve;194565;100473;138;2445;15752;3463;9565;357;14941;7604;922;1807
......6622 Genthod;2774;1755;0;29;124;110;108;7;51;30;11;5
......6623 Le Grand-Saconnex;12033;6635;5;116;488;223;417;31;555;275;66;117
......6624 Gy;499;394;0;0;33;9;12;2;10;7;0;0
......6625 Hermance;1013;700;2;16;66;74;17;2;19;5;0;1
......6626 Jussy;1256;991;0;8;93;35;15;1;23;11;0;0
......6627 Laconnex;627;518;0;3;31;25;5;0;5;7;0;0
......6628 Lancy;30919;19434;14;191;1171;187;1392;30;3299;1097;142;439
......6629 Meinier;2080;1615;0;14;105;30;53;5;56;25;3;0
......6630 Meyrin;21993;12186;7;153;755;166;1020;32;2583;727;200;398
......6631 Onex;18305;11532;7;132;561;123;973;23;2047;662;109;396
......6632 Perly-Certoux;3066;2257;0;14;174;24;108;1;216;51;10;16
......6633 Plan-les-Ouates;10281;7800;6;83;453;65;310;22;397;186;45;115
......6634 Pregny-Chamb?sy;3594;1725;1;67;210;148;129;4;54;122;30;12
......6635 Presinge;651;514;0;7;39;12;7;1;10;3;0;3
......6636 Puplinge;2043;1657;0;20;109;18;58;0;35;18;4;5
......6637 Russin;508;382;0;8;16;7;13;2;25;5;1;0
......6638 Satigny;4016;2926;0;44;203;74;82;17;317;48;0;11
......6639 Soral;762;608;0;4;43;26;7;1;23;7;0;0
......6640 Th?nex;13971;9174;5;67;683;109;516;22;1343;373;48;125
......6641 Troinex;2329;1835;1;14;109;43;69;1;53;20;10;4
......6642 Vandoeuvres;2564;1793;2;31;195;59;71;4;73;27;13;1
......6643 Vernier;34477;18859;16;195;1004;139;1723;27;4838;1335;193;1007
......6644 Versoix;13057;7364;2;154;576;245;488;26;841;242;53;198
......6645 Veyrier;10999;7921;0;111;635;265;424;17;371;166;43;38
- Jura;72410;62284;8;182;1901;53;1835;27;1805;1111;182;518
>> District de Del?mont;37660;31163;8;112;840;39;1343;14;1110;800;147;384
......6702 Bo?court;891;805;0;1;12;0;34;0;21;9;1;0
......6703 Bourrignon;263;254;0;0;4;0;1;0;1;2;0;0
......6704 Ch?tillon (JU);468;437;0;0;17;0;12;0;0;1;0;0
......6705 Corban;465;452;0;1;2;0;1;0;2;4;0;0
......6706 Courchapoix;429;403;0;0;9;0;6;0;0;3;2;0
......6708 Courrendlin;2742;2141;0;11;81;1;118;1;148;36;13;53
......6709 Courroux;3149;2767;0;6;33;1;104;1;58;84;12;5
......6710 Court?telle;2524;2145;0;5;56;0;136;0;56;43;3;4
......6711 Del?mont;12485;9114;5;49;340;29;580;10;462;473;103;292
......6712 Develier;1413;1241;0;3;33;0;27;1;64;18;0;6
......6713 Ederswiler;115;111;0;1;1;0;0;0;0;2;0;0
......6715 Mervelier;522;507;0;1;7;1;2;0;0;2;0;0
......6716 Mettembert;105;91;0;2;2;3;4;0;0;1;0;0
......6718 Movelier;382;345;0;2;11;0;6;1;1;1;0;0
......6719 Pleigne;359;353;0;2;3;0;0;0;1;0;0;0
......6720 Rebeuvelier;393;370;0;0;11;0;1;0;2;5;0;0
......6721 Rossemaison;593;549;0;4;6;0;11;0;14;3;0;0
......6722 Saulcy;262;241;0;1;2;0;0;0;10;1;0;0
......6724 Soyhi?res;495;402;0;6;17;0;15;0;17;3;2;2
......6728 Vellerat;75;68;0;0;4;0;1;0;0;0;0;0
......6729 Haute-Sorne;6892;5925;3;11;127;3;244;0;234;86;8;18
......6730 Val Terbi;2638;2442;0;6;62;1;40;0;19;23;3;4
>> District des Franches-Montagnes;10262;9261;0;9;260;6;127;3;323;89;19;13
......6741 Le B?mont (JU);312;305;0;0;5;0;0;0;0;0;0;0
......6742 Les Bois;1185;1064;0;0;47;1;13;2;25;9;0;4
......6743 Les Breuleux;1490;1263;0;3;40;0;31;0;102;5;15;5
......6744 La Chaux-des-Breuleux;97;89;0;0;1;0;0;0;0;0;0;0
......6745 Les Enfers;152;148;0;0;2;0;0;0;0;1;0;0
......6748 Les Genevez (JU);530;491;0;0;4;3;1;0;19;10;0;0
......6750 Lajoux (JU);667;619;0;0;6;1;5;0;17;14;0;0
......6751 Montfaucon;596;575;0;1;4;0;10;0;0;3;0;0
......6753 Muriaux;504;465;0;1;16;0;2;0;7;3;0;0
......6754 Le Noirmont;1814;1556;0;1;65;0;34;0;116;12;0;2
......6757 Saignel?gier;2550;2334;0;3;65;1;29;1;37;31;4;2
......6758 Saint-Brais;231;223;0;0;4;0;0;0;0;0;0;0
......6759 Soubey;134;129;0;0;1;0;2;0;0;1;0;0
>> District de Porrentruy;24488;21860;0;61;801;8;365;10;372;222;16;121
......6771 Alle;1755;1562;0;1;49;1;62;3;32;3;0;13
......6773 Beurnev?sin;124;119;0;0;3;0;0;0;0;0;0;0
......6774 Boncourt;1232;1112;0;1;59;0;7;0;1;6;1;3
......6775 Bonfol;687;632;0;5;17;0;12;3;1;7;1;1
......6778 Bure;685;647;0;1;16;0;3;0;6;3;0;0
......6781 Coeuve;711;681;0;0;15;0;2;0;7;1;0;0
......6782 Cornol;1019;955;0;0;16;0;4;0;21;5;0;3
......6783 Courchavon;294;271;0;4;5;0;2;0;6;3;0;0
......6784 Courgenay;2258;2036;0;5;63;0;32;1;40;21;0;3
......6785 Courtedoux;752;707;0;0;23;0;4;0;10;4;0;0
......6787 Damphreux;181;171;0;1;9;0;0;0;0;0;0;0
......6789 Fahy;353;331;0;2;14;0;1;0;0;1;0;0
......6790 Fontenais;1674;1529;0;1;42;0;35;2;12;24;0;1
......6792 Grandfontaine;390;372;0;1;10;1;1;0;0;0;0;0
......6793 Lugnez;191;177;0;2;2;0;1;0;5;1;0;0
......6800 Porrentruy;6798;5559;0;19;304;5;156;1;188;111;14;91
......6803 Rocourt;158;153;0;0;5;0;0;0;0;0;0;0
......6806 Vendlincourt;547;508;0;1;8;0;2;0;6;4;0;0
......6807 Basse-Allaine;1260;1168;0;2;36;0;8;0;9;13;0;1
......6808 Clos du Doubs;1300;1203;0;3;33;0;22;0;14;5;0;0
......6809 Haute-Ajoie;955;876;0;9;41;1;5;0;5;1;0;5
......6810 La Baroche;1164;1091;0;3;31;0;6;0;9;9;0;0
